Dataset,Relation,Query,Direction,Rank1,Rank2,RR1,RR2,RR2 - RR1,#Candidates
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/05bt6j /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,109
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/06j6l /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,111
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/08jyyk /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,110
FB15k-237,music/genre/artists,/m/0dl5d /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,105
FB15k-237,music/genre/artists,/m/0dl5d /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,105
FB15k-237,music/genre/artists,/m/0dl5d /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,105
FB15k-237,music/genre/artists,/m/0dl5d /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,105
FB15k-237,music/genre/artists,/m/0dl5d /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,105
FB15k-237,music/genre/artists,/m/0dl5d /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,105
FB15k-237,music/genre/artists,/m/0dl5d /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,105
FB15k-237,music/genre/artists,/m/0dl5d /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,105
FB15k-237,music/genre/artists,/m/0dl5d /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,105
FB15k-237,music/genre/artists,/m/0dl5d /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,105
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,music/genre/artists,/m/0glt670 /music/genre/artists ?,tail,2,1,0.5,1.0,0.5,113
FB15k-237,people/ethnicity/people,? /people/ethnicity/people /m/02vkvcz,head,2,1,0.5,1.0,0.5,87
FB15k-237,people/ethnicity/people,? /people/ethnicity/people /m/0htlr,head,2,1,0.5,1.0,0.5,81
FB15k-237,people/person/religion,/m/018z_c /people/person/religion ?,tail,2,1,0.5,1.0,0.5,48
FB15k-237,people/person/religion,/m/01y665 /people/person/religion ?,tail,2,1,0.5,1.0,0.5,46
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
FB15k-237,user/ktrueman/default/domain/international/organization/member/states,/m/085h1 /user/ktrueman/default_domain/international_organization/member_states ?,tail,2,1,0.5,1.0,0.5,114
KG20C,paper/in/domain,7D9092E0 paper_in_domain ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,edited,Wayne_Wahrman edited ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,edited,? edited The_Flintstones_(film),head,2,1,0.5,1.0,0.5,100
YAGO3-10,happenedIn,Battle_of_Changsha_(1944) happenedIn ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,hasMusicalRole,Gackt hasMusicalRole ?,tail,2,1,0.5,1.0,0.5,70
YAGO3-10,hasWonPrize,John_Goodman hasWonPrize ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,hasWonPrize,Strom_Thurmond hasWonPrize ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,hasWonPrize,? hasWonPrize Parachutist_Badge_(United_States),head,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Abdelkader_Ghezzal isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Admir_Haznadar isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Adolfo_Gregorio isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Aldo_Duscher isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Aleksandr_Salugin isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Alexandre_Licata isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Alexandros_Kaklamanos isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Alin_Lițu isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Alo_Bärengrub isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Aloísio_Pires_Alves isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Amleto_Frignani isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Andrei_Daniel_Marinescu isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Andrei_Karyaka isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Andrés_Felipe_Acosta isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Andy_Dow isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Andy_Lindegaard isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Anthony_Šerić isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Attila_Kuttor isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Behshad_Yavarzadeh isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Bira_Dembélé isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Boris_Peškovič isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Boro_Primorac isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Bratislav_Živković isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Bryan_Roy isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Carlos_Rodrigues_Corrêa isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Christian_Perez_(footballer_born_1963) isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Christian_Tiboni isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Christopher_Gäng isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Clarence_Seedorf isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Claudio_Enría isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Colin_Blant isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Craig_Davies_(footballer) isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Craig_Hignett isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Cristian_Hidalgo isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Curtis_Allen isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,César_Belli isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,César_Rodríguez_Álvarez isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Daniel_Kolář isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Darren_Roberts_(footballer) isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,David_Pisot isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Diego_Scotti isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Dominik_Rohracker isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Elias_Alves_da_Silva isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Erik_Pedersen isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Eugenio_Peralta isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Fernando_Chemin_Radaelli isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Francis_Banecki isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Francisco_Copado isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Gary_Bollan isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Gary_Browne isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Gavin_Holligan isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Genc_Mehmeti isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Georg_Tripp isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Gláucio_de_Jesus_Carvalho isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Goran_Karanović isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Grgur_Radoš isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Guga_(footballer_born_1964) isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Gökhan_Kaba isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Haris_Medunjanin isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Harrison_Otálvaro isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Harry_McShane_(footballer) isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Henning_Jensen isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Hideaki_Ozawa isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Hugo_Miranda_(footballer) isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Igors_Korabļovs isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Irinel_Voicu isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Jamie_Waite isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Jani_Kauppila isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Jerson_Cabral isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Joe_Mihaljevic isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Jonas_Strifler isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Jonathan_Charquero isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,José_Gonçalves isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Kazuyoshi_Mikami isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Keith_Briggs_(footballer) isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Kepa_Blanco isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Kily_González isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Kota_Mizunuma isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Kristoffer_Andersen isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Kyriacos_Pavlou isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Leandro_Samaroni isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Lee_Jones_(New_Zealand_footballer) isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Lee_Shearer isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Levi_Mackin isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Luis_Vallenilla isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Maksym_Biletskyi isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Malek_Aït_Alia isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Marc_Crosas isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Marcelo_Moretto isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Mario_Esteban_Berríos isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Mark_Quigley isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Mark_Walton_(footballer) isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Martin_Lane isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Masakiyo_Maezono isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Matt_Carmichael_(footballer) isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Maxi_Biancucchi isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Maximilian_Nicu isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Mick_Byrne isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Miquel_Soler isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Mo_Harkin isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Mohd_Farderin_Kadir isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Muhammet_Özdin isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Nassim_Banouas isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Neal_Bartlett isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Nikolay_Nikolov_(footballer) isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Oliver_Schröder isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Ovidiu_Petre isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Pablo_Couñago isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Pablo_Gaglianone isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Patrick_Parizon isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Peter_Hattrup isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Peter_Vera isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Peter_Withe isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Péter_Máté_(footballer) isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Radoslav_Kunzo isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,"Rafael_Pereira_da_Silva_(footballer,_born_1980) isAffiliatedTo ?",tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Ramon_de_Morais_Motta isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Ramón_Martínez_de_Paz isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Raúl_Enrique_Estévez isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Reinaldo_José_da_Silva isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Ricardo_Mauricio_Martínez isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Robert_Gaspar isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,101
YAGO3-10,isAffiliatedTo,Robert_Gaspar isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,101
YAGO3-10,isAffiliatedTo,Robert_Neagoe isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Roman_Wallner isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Ross_Flitney isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Sam_Rents isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Seo_Dong-hyeon isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Shane_Battelle isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
YAGO3-10,isAffiliatedTo,Shunsuke_Maeda isAffiliatedTo ?,tail,2,1,0.5,1.0,0.5,100
